Name,NetWorth,Country,Source,Rank,Age,Industry
Jerry Moyes,$1.5 B,United States,transportation,2035,77.0,Logistics
Marius Nacht,$1.5 B,Israel,software,2035,55.0,Technology
Ezra Nahmad,$1.5 B,Monaco,art,2035,75.0,Finance & Investments
Niti Osathanugrah,$1.5 B,Thailand,"energy drinks,investments",2035,47.0,Finance & Investments
Alberto Palatchi,$1.5 B,Spain,wedding dresses,2035,71.0,Fashion & Retail
Sushilkumar Parekh,$1.5 B,India,adhesives,2035,88.0,Manufacturing
Lirio Parisotto,$1.5 B,Brazil,investments,2035,67.0,Finance & Investments
Mark Pincus,$1.5 B,United States,online games,2035,55.0,Technology
Michael Polsky,$1.5 B,United States,Electric power,2035,72.0,Energy
P.V.Krishna Reddy,$1.5 B,India,infrastructure,2035,51.0,Construction & Engineering
Prathap Reddy,$1.5 B,India,healthcare,2035,89.0,Healthcare
Satish Reddy,$1.5 B,India,pharmaceuticals,2035,53.0,Healthcare
Ren Jinsheng & family,$1.5 B,China,pharmaceutical,2035,58.0,Healthcare
Helena Revoredo,$1.5 B,Spain,security services,2035,74.0,Service
Matthew Roszak,$1.5 B,United States,cryptocurrency,2035,48.0,Finance & Investments
Vinod Saraf,$1.5 B,India,chemicals,2035,68.0,Manufacturing
Fayez Sarofim,$1.5 B,United States,money management,2035,92.0,Finance & Investments
Steven Schuurman,$1.5 B,Netherlands,software,2035,45.0,Technology
Basudeo Singh,$1.5 B,India,pharmaceuticals,2035,80.0,Healthcare
Ryan Smith,$1.5 B,United States,cloud computing,2035,42.0,Technology
Peter Sondakh,$1.5 B,Indonesia,investments,2035,71.0,Finance & Investments
Sun Qinghuan,$1.5 B,China,lighting,2035,47.0,Technology
Sun Yonghui,$1.5 B,China,LCD main board,2035,50.0,Technology
Luc Tack,$1.5 B,Belgium,"textile, chemicals",2035,59.0,Manufacturing
Fernando Trajano,$1.5 B,Brazil,retail,2035,,Fashion & Retail
August Troendle,$1.5 B,United States,pharmaceutical services,2035,65.0,Healthcare
Kenny Troutt,$1.5 B,United States,telecom,2035,73.0,Telecom
John Van Lieshout,$1.5 B,Australia,real estate,2035,75.0,Real Estate
Radha Vembu,$1.5 B,India,business software,2035,48.0,Technology
Wang Huiwen,$1.5 B,China,e-commerce,2035,43.0,Technology
Wang Wenbiao,$1.5 B,China,"natural gas, fertilizers",2035,64.0,Manufacturing
Wang Yaohai,$1.5 B,China,lighting,2035,54.0,Technology
Wang Zelong,$1.5 B,China,chemicals,2035,24.0,Metals & Mining
Wang Zhentao & family,$1.5 B,China,vaccine & shoes,2035,55.0,Healthcare
Wen Yilong,$1.5 B,China,e-cigarettes,2035,32.0,Manufacturing
Thomas Wu,$1.5 B,Taiwan,finance,2035,71.0,Finance & Investments
Wu Zhenxing,$1.5 B,China,soy sauce,2035,51.0,Food & Beverage
Xiang Guangming & family,$1.5 B,China,waste disposal,2035,57.0,Manufacturing
Xu Gang,$1.5 B,China,Chemicals,2035,57.0,Manufacturing
Xu Wanmao,$1.5 B,China,education,2035,76.0,Service
Jane Yan & family,$1.5 B,China,software,2035,51.0,Technology
Ye Cheng,$1.5 B,China,conglomerate,2035,59.0,Diversified
Yi Dasheng,$1.5 B,China,conglomerate,2035,60.0,Diversified
Yu Rong,$1.5 B,China,health clinics,2035,49.0,Healthcare
Yuan Zhimin & family,$1.5 B,China,plastics,2035,60.0,Manufacturing
Zeng Chaolin,$1.5 B,China,Aluminium,2035,38.0,Metals & Mining
Zhong Sheng Jian,$1.5 B,Singapore,real estate,2035,63.0,Real Estate
Zhou Jian,$1.5 B,China,robotics,2035,44.0,Technology
Zhu Yiming,$1.5 B,China,semiconductors,2035,48.0,Technology
Zhuang Kuilong & family,$1.5 B,China,polyester,2035,58.0,Manufacturing
Anu Aga,$1.4 B,India,engineering,2141,78.0,Construction & Engineering
Farkhad Akhmedov,$1.4 B,Russia,investments,2141,65.0,Energy
Alberto Alcocer,$1.4 B,Spain,investments,2141,78.0,Finance & Investments
Alexandra Andresen,$1.4 B,Norway,investments,2141,24.0,Diversified
Katharina Andresen,$1.4 B,Norway,investments,2141,25.0,Diversified
Mori Arkin,$1.4 B,Israel,pharmaceuticals,2141,68.0,Healthcare
Clifford Asness,$1.4 B,United States,money management,2141,54.0,Finance & Investments
Nigel Austin,$1.4 B,Australia,retail,2141,50.0,Fashion & Retail
Ziv Aviram,$1.4 B,Israel,automotive technology,2141,62.0,Automotive
Louis Bacon,$1.4 B,United States,hedge funds,2141,64.0,Finance & Investments
Samuel Barata,$1.4 B,Brazil,drugstores,2141,83.0,Fashion & Retail
Angela Bennett,$1.4 B,Australia,mining,2141,77.0,Metals & Mining
Maurizio Billi,$1.4 B,Brazil,generic drugs,2141,63.0,Healthcare
Zadik Bino & family,$1.4 B,Israel,"banking, oil",2141,77.0,Diversified
Anna Maria Braun,$1.4 B,Germany,medical technology,2141,42.0,Healthcare
Johanna Braun,$1.4 B,Germany,medical technology,2141,41.0,Healthcare
Karl Friedrich Braun,$1.4 B,Germany,medical technology,2141,38.0,Healthcare
Cai Hao & family,$1.4 B,China,solar energy,2141,50.0,Manufacturing
Binod Chaudhary,$1.4 B,Nepal,diversified,2141,65.0,Diversified
Chen Liying,$1.4 B,China,package delivery,2141,45.0,Logistics
Chen Qixing,$1.4 B,China,electronics components,2141,61.0,Technology
Chen Zhuolin,$1.4 B,China,real estate,2141,59.0,Real Estate
Fernando Chico Pardo,$1.4 B,Mexico,airport management,2141,69.0,Service
Jean-Paul Clozel,$1.4 B,Switzerland,pharmaceuticals,2141,66.0,Healthcare
Jim Crane,$1.4 B,United States,"logistics, baseball",2141,67.0,Sports
Ana Lucia de Mattos Barretto Villela,$1.4 B,Brazil,banking,2141,47.0,Finance & Investments
Darwin Deason,$1.4 B,United States,software,2141,80.0,Service
Sefik Yilmaz Dizdar,$1.4 B,Turkey,fashion retail,2141,83.0,Fashion & Retail
James Duff,$1.4 B,United States,"tires, diversified",2141,60.0,Diversified
Thomas Duff,$1.4 B,United States,"tires, diversified",2141,64.0,Diversified
Keith Dunleavy & family,$1.4 B,United States,health IT,2141,51.0,Healthcare
Fang Zhancheng,$1.4 B,China,soy sauce,2141,,Food & Beverage
Lloyd Frink,$1.4 B,United States,Zillow,2141,56.0,Real Estate
Gao Yunfeng,$1.4 B,China,industrial lasers,2141,54.0,Manufacturing
Jayme Garfinkel,$1.4 B,Brazil,insurance,2141,75.0,Finance & Investments
Balkrishan Goenka,$1.4 B,India,textiles,2141,54.0,Manufacturing
Jitse Groen,$1.4 B,Netherlands,food delivery service,2141,42.0,Food & Beverage
Mimi Haas,$1.4 B,United States,Levi's jeans,2141,74.0,Fashion & Retail
Richard Hayne,$1.4 B,United States,Urban Outfitters,2141,73.0,Fashion & Retail
He Ningning,$1.4 B,China,electronic components,2141,50.0,Manufacturing
He Yamin & family,$1.4 B,China,manufacturing,2141,64.0,Manufacturing
Timothy Headington,$1.4 B,United States,"oil & gas, investments",2141,70.0,Energy
Christian Herz,$1.4 B,Germany,coffee,2141,,Finance & Investments
Michaela Herz,$1.4 B,Germany,coffee,2141,,Finance & Investments
Daniel Hirschfeld,$1.4 B,United States,fashion retail,2141,79.0,Fashion & Retail
Francis Holder,$1.4 B,France,bakeries,2141,80.0,Food & Beverage
Hu Chengzhong,$1.4 B,China,manufacturing,2141,60.0,Manufacturing
Hu Gengxi & family,$1.4 B,China,Bio-Pharma,2141,57.0,Healthcare
Huang Hongyun & family,$1.4 B,China,real estate,2141,54.0,Real Estate
Huang Jian,$1.4 B,China,home appliance,2141,54.0,Manufacturing
Huang Weibin,$1.4 B,China,home appliances,2141,53.0,Manufacturing
Huang Xiaofen & family,$1.4 B,China,printed circuit boards,2141,59.0,Technology
Archie Hwang,$1.4 B,Taiwan,semiconductors,2141,68.0,Technology
Jay-Z,$1.4 B,United States,Multiple,2141,51.0,Media & Entertainment
Johan Johannson,$1.4 B,Norway,grocery stores,2141,54.0,Fashion & Retail
Scott Kapnick,$1.4 B,United States,private equity,2141,62.0,Finance & Investments
Sidney Kimmel,$1.4 B,United States,retail,2141,93.0,Fashion & Retail
Christine Knauf,$1.4 B,Germany,building materials,2141,,Manufacturing
Karl Knauf,$1.4 B,Germany,building materials,2141,,Manufacturing
Andrei Kosogov,$1.4 B,Russia,Banking,2141,60.0,Energy
Guilherme Peirao Leal,$1.4 B,Brazil,cosmetics,2141,71.0,Fashion & Retail
Theodore Leonsis,$1.4 B,United States,sports teams,2141,65.0,Sports
Li Denghai,$1.4 B,China,seed production,2141,71.0,Food & Beverage
Liang Qin & family,$1.4 B,China,semiconductor devices,2141,49.0,Technology
Liang Yaoming,$1.4 B,China,diagnostics,2141,57.0,Healthcare
Liu Hua,$1.4 B,China,infant formula,2141,48.0,Food & Beverage
Liu Xuejing & family,$1.4 B,China,"copper, poultry",2141,70.0,Diversified
Anatoly Lomakin,$1.4 B,Russia,investments,2141,68.0,Metals & Mining
Lu Rongfu,$1.4 B,China,telecommunication,2141,50.0,Telecom
Antonio Marcegaglia,$1.4 B,Italy,steel,2141,57.0,Metals & Mining
Emma Marcegaglia,$1.4 B,Italy,steel,2141,55.0,Metals & Mining
Ilson Mateus,$1.4 B,Brazil,supermarkets,2141,58.0,Fashion & Retail
Terence (Terry) Matthews,$1.4 B,Canada,telecom,2141,78.0,Telecom
Trevor Milton,$1.4 B,United States,★,2141,39.0,Automotive
Nirmal Minda,$1.4 B,India,auto parts,2141,63.0,Automotive
Robert Mouawad,$1.4 B,Lebanon,fine jewelry,2141,76.0,Service
Judith Neilson,$1.4 B,Australia,investments,2141,75.0,Finance & Investments
Kerr Neilson,$1.4 B,Australia,Investments,2141,71.0,Finance & Investments
Vadim Novinsky,$1.4 B,Ukraine,steel,2141,57.0,Metals & Mining
John Ocampo,$1.4 B,United States,semiconductors,2141,62.0,Technology
Jonathan Oringer,$1.4 B,United States,stock photos,2141,46.0,Technology
Andreas Pohl,$1.4 B,Germany,mutual funds,2141,56.0,Finance & Investments
"Reinfried Pohl, Jr.",$1.4 B,Germany,mutual funds,2141,61.0,Finance & Investments
Qi Jinxing,$1.4 B,China,real estate,2141,59.0,Real Estate
Qian Jinghong,$1.4 B,China,electric scooters,2141,48.0,Automotive
Vito Rodriguez Rodriguez,$1.4 B,Peru,processed milk,2141,82.0,Diversified
Oliver Samwer,$1.4 B,Germany,tech investments,2141,47.0,Technology
Martin Selig,$1.4 B,United States,real estate,2141,83.0,Real Estate
Airat Shaimiev,$1.4 B,Russia,"refinery, chemicals",2141,59.0,Energy
Amnon Shashua,$1.4 B,Israel,automotive technology,2141,60.0,Automotive
Nobutoshi Shimamura,$1.4 B,Japan,retail,2141,95.0,Fashion & Retail
Michael Spencer,$1.4 B,United Kingdom,stock exchange,2141,65.0,Finance & Investments
Edward Stack,$1.4 B,United States,Dick's Sporting Goods,2141,66.0,Fashion & Retail
Thomas Steyer,$1.4 B,United States,hedge funds,2141,63.0,Finance & Investments
Tan Ruiqing,$1.4 B,China,chemicals,2141,54.0,Manufacturing
Itaru Tanimura,$1.4 B,Japan,heathcare,2141,56.0,Healthcare
Sukanto Tanoto,$1.4 B,Indonesia,diversified,2141,71.0,Diversified
Alexander Tedja,$1.4 B,Indonesia,real estate,2141,75.0,Real Estate
Jim Thompson,$1.4 B,United States,logistics,2141,81.0,Logistics
Jonathan Tisch,$1.4 B,United States,"insurance, NFL team",2141,67.0,Diversified
Wilma Tisch,$1.4 B,United States,diversified,2141,93.0,Finance & Investments
Gisele Trajano,$1.4 B,Brazil,retail,2141,,Fashion & Retail
Jayshree Ullal,$1.4 B,United States,computer networking,2141,60.0,Technology
Vardis Vardinoyannis & family,$1.4 B,Greece,oil and gas,2141,88.0,Energy
Sunny Varkey,$1.4 B,India,education,2141,63.0,Service
Wang Jianfeng & family,$1.4 B,China,auto parts,2141,51.0,Automotive
Wang Junjin,$1.4 B,China,airline,2141,52.0,Service
Wang Mingwang,$1.4 B,China,electronics components,2141,53.0,Manufacturing
Wang Xiaoshen,$1.4 B,China,lithium,2141,52.0,Manufacturing
Werner O. Weber,$1.4 B,Switzerland,electronic components,2141,82.0,Manufacturing
Drorit Wertheim,$1.4 B,Israel,Coca Cola Israel,2141,65.0,Food & Beverage
"Alfred West, Jr.",$1.4 B,United States,money management,2141,78.0,Finance & Investments
Wu Po Sum,$1.4 B,China,real estate,2141,70.0,Real Estate
Xie Ketao,$1.4 B,China,education,2141,57.0,Service
Swift Xie,$1.4 B,China,drones,2141,41.0,Technology
Yu Guo,$1.4 B,China,education,2141,59.0,Service
"Richard Yuengling, Jr.",$1.4 B,United States,beer,2141,78.0,Food & Beverage
Clayton Zekelman,$1.4 B,Canada,steel,2141,52.0,Manufacturing
Zheng Hong & family,$1.4 B,China,electronics,2141,70.0,Technology
Shusheng Zheng,$1.4 B,China,telecom,2141,55.0,Telecom
Zhuo Jun,$1.4 B,Hong Kong,printed circuit boards,2141,55.0,Manufacturing
Inigo Zobel,$1.4 B,Philippines,Diversified,2141,64.0,Diversified
Sanjay Agarwal,$1.3 B,India,banking,2263,50.0,Finance & Investments
Hamad bin Jassim bin Jaber Al Thani,$1.3 B,Qatar,investments,2263,61.0,Finance & Investments
Nerio Alessandri,$1.3 B,Italy,gym equipment,2263,59.0,Manufacturing
Mika Anttonen,$1.3 B,Finland,oil & gas,2263,54.0,Energy
Ryuji Arai,$1.3 B,Japan,appliances,2263,74.0,Manufacturing
Mehmet Aydinlar,$1.3 B,Turkey,hospitals,2263,64.0,Healthcare
Achal Bakeri,$1.3 B,India,air coolers,2263,61.0,Manufacturing
Elena Baturina,$1.3 B,Russia,"investments, real estate",2263,58.0,Construction & Engineering
Othman Benjelloun & family,$1.3 B,Morocco,"banking, insurance",2263,88.0,Finance & Investments
Oleg Boyko,$1.3 B,Russia,diversified,2263,56.0,Diversified
Ludwig Theodor Braun,$1.3 B,Germany,medical technology,2263,31.0,Healthcare
Ana Maria Brescia Cafferata,$1.3 B,Peru,"mining, banking",2263,96.0,Diversified
Chris Britt,$1.3 B,United States,fintech,2263,48.0,Finance & Investments
Rafal Brzoska,$1.3 B,Poland,parcel lockers,2263,43.0,Logistics
Chuck Bundrant,$1.3 B,United States,fishing,2263,79.0,Food & Beverage
Pradip Burman,$1.3 B,India,consumer goods,2263,78.0,Food & Beverage
Cao Xiaochun,$1.3 B,China,pharmaceuticals,2263,52.0,Healthcare
Chang Pyung-soon,$1.3 B,South Korea,educational services,2263,70.0,Service
Jeffrey Cheah,$1.3 B,Malaysia,property,2263,76.0,Real Estate
Vivien Chen,$1.3 B,Hong Kong,real estate,2263,62.0,Real Estate
Cheng Lili,$1.3 B,China,poultry breeding,2263,56.0,Food & Beverage
Cho Jung-ho,$1.3 B,South Korea,finance,2263,62.0,Finance & Investments
Cho Jyh-jer,$1.3 B,Taiwan,semiconductors,2263,,Technology
Chu Jian,$1.3 B,China,Manufacturing,2263,58.0,Manufacturing
Eduard Chukhlebov,$1.3 B,Russia,metallurgy,2263,57.0,Metals & Mining
Turgay Ciner,$1.3 B,Turkey,diversified,2263,65.0,Diversified
Tim Cook,$1.3 B,United States,Apple,2263,60.0,Technology
Richard Desmond,$1.3 B,United Kingdom,publishing,2263,69.0,Media & Entertainment
Du Shuanghua,$1.3 B,China,steel,2263,56.0,Manufacturing
Egon Durban,$1.3 B,United States,private equity,2263,47.0,Finance & Investments
Eduardo Eurnekian,$1.3 B,Argentina,"airports, investments",2263,88.0,Diversified
Fan Minhua,$1.3 B,China,pharmaceuticals,2263,59.0,Healthcare
Feng Chenhui,$1.3 B,United States,Electronics,2263,55.0,Technology
Feng Yi,$1.3 B,China,software,2263,47.0,Technology
John Goff,$1.3 B,United States,real estate,2263,66.0,Real Estate
Kenneth Hao,$1.3 B,United States,private equity,2263,52.0,Finance & Investments
Ayman Hariri,$1.3 B,Lebanon,"construction, investments",2263,42.0,Construction & Engineering
Michael Heine,$1.3 B,Australia,financial services,2263,71.0,Finance & Investments
Eduardo Hochschild,$1.3 B,Peru,mining,2263,57.0,Metals & Mining
Huang Dawen,$1.3 B,Hong Kong,silicon,2263,60.0,Manufacturing
Huang Shan,$1.3 B,China,software,2263,50.0,Technology
Jiang Ganjun,$1.3 B,China,home & office products,2263,57.0,Manufacturing
Conni Jonsson,$1.3 B,Sweden,asset management,2263,60.0,Finance & Investments
Zbigniew Juroszek & family,$1.3 B,Poland,"real estate, gambling",2263,58.0,Diversified
André Kasprzak,$1.3 B,Denmark,shoes,2263,34.0,Fashion & Retail
Anna Kasprzak,$1.3 B,Denmark,shoes,2263,31.0,Fashion & Retail
Peter Kelly,$1.3 B,United Kingdom,I.T.,2263,63.0,Technology
Kim Nam-jung,$1.3 B,South Korea,food,2263,48.0,Food & Beverage
Hemendra Kothari,$1.3 B,India,Financial Services,2263,74.0,Finance & Investments
Michael Krasny,$1.3 B,United States,retail,2263,67.0,Technology
Igor Kudryashkin,$1.3 B,Russia,metallurgy,2263,59.0,Metals & Mining
Bernard Lewis & family,$1.3 B,United Kingdom,fashion retailer,2263,95.0,Fashion & Retail
Li Tan,$1.3 B,China,pharmaceuticals,2263,56.0,Healthcare
Liang Guangwei,$1.3 B,China,conglomerate,2263,57.0,Manufacturing
Liang Jiankun & family,$1.3 B,China,cobalt mining,2263,59.0,Metals & Mining
Liu Jilu & family,$1.3 B,China,Logistics,2263,74.0,Logistics
Mangal Prabhat Lodha,$1.3 B,India,real estate,2263,65.0,Real Estate
Brandt Louie,$1.3 B,Canada,drugstores,2263,77.0,Food & Beverage
Lu Hongyan,$1.3 B,China,online games,2263,43.0,Media & Entertainment
Zhaoxi Lu,$1.3 B,China,e-commerce,2263,52.0,Technology
Ma Renhe,$1.3 B,China,"textiles, apparel",2263,61.0,Fashion & Retail
Deepak Mehta,$1.3 B,India,chemicals,2263,64.0,Manufacturing
Ulrike Meister,$1.3 B,Germany,appliances,2263,54.0,Manufacturing
Lidiya Mikhailova & family,$1.3 B,Russia,agribusiness,2263,63.0,Food & Beverage
Alan Miller & family,$1.3 B,United States,healthcare services,2263,83.0,Healthcare
Martin Moller Nielsen,$1.3 B,Denmark,aircraft leasing,2263,56.0,Logistics
Greg Mondre,$1.3 B,United States,private equity,2263,46.0,Finance & Investments
Yoshiko Mori,$1.3 B,Japan,real estate,2263,80.0,Real Estate
Bob Muglia,$1.3 B,United States,software,2263,61.0,Technology
George Alexander Muthoot,$1.3 B,India,financial services,2263,65.0,Finance & Investments
George Jacob Muthoot,$1.3 B,India,financial services,2263,68.0,Finance & Investments
George Thomas Muthoot,$1.3 B,India,financial services,2263,70.0,Finance & Investments
Ranjan Pai,$1.3 B,India,education,2263,48.0,Service
Antonio Percassi,$1.3 B,Italy,"real estate, diversified",2263,67.0,Diversified
Stefan Pierer,$1.3 B,Austria,automotive,2263,64.0,Automotive
Qiu Minxiu,$1.3 B,China,semiconductors,2263,75.0,Technology
Lily Safra,$1.3 B,Monaco,banking,2263,83.0,Finance & Investments
Nobutada Saji,$1.3 B,Japan,beverages,2263,75.0,Food & Beverage
Thomas Sandell,$1.3 B,Sweden,hedge funds,2263,60.0,Finance & Investments
Penny Sanford,$1.3 B,United States,real estate brokerage,2263,55.0,Real Estate
Ilya Scherbovich,$1.3 B,Russia,investments,2263,46.0,Finance & Investments
Gerald Schwartz,$1.3 B,Canada,finance,2263,79.0,Finance & Investments
Anatoly Sedykh,$1.3 B,Russia,steel pipes,2263,56.0,Metals & Mining
Radik Shaimiev,$1.3 B,Russia,"refinery, chemicals",2263,56.0,Energy
Shao Xiaofeng,$1.3 B,China,e-commerce,2263,55.0,Technology
Shi Xu,$1.3 B,Singapore,technology,2263,57.0,Technology
Shin Chang-jae,$1.3 B,South Korea,insurance,2263,67.0,Finance & Investments
Ron Sim,$1.3 B,Singapore,retail,2263,62.0,Fashion & Retail
Jasminder Singh & family,$1.3 B,United Kingdom,hotels,2263,70.0,Real Estate
Jared Smith,$1.3 B,United States,cloud computing,2263,46.0,Technology
Terry Snow,$1.3 B,Australia,"airports, real estate",2263,77.0,Real Estate
Petter Stordalen & family,$1.3 B,Norway,hotels,2263,58.0,Service
Dirk Stroeer,$1.3 B,Germany,advertising,2263,52.0,Media & Entertainment
Satoshi Suzuki,$1.3 B,Japan,cosmetics,2263,67.0,Fashion & Retail
Tang Zhuang,$1.3 B,United States,electronics,2263,48.0,Technology
Joop van den Ende,$1.3 B,Netherlands,TV shows,2263,79.0,Media & Entertainment
Masaru Wasami,$1.3 B,Japan,logistics,2263,75.0,Logistics
Wei Shaojun,$1.3 B,China,real estate,2263,58.0,Real Estate
Farris Wilks,$1.3 B,United States,natural gas,2263,69.0,Energy
Whitney Wolfe Herd,$1.3 B,United States,dating app,2263,31.0,Technology
Wu Yonghua,$1.3 B,China,apparel,2263,50.0,Fashion & Retail
Xia Shudong,$1.3 B,China,IT service,2263,48.0,Technology
Xiong Jun & family,$1.3 B,China,pharmaceuticals,2263,47.0,Healthcare
Xu Guangfu & family,$1.3 B,China,Daqo Group,2263,78.0,Energy
Yang Keng,$1.3 B,China,real estate,2263,60.0,Real Estate
Luis Enrique Yarur Rey,$1.3 B,Chile,banking,2263,70.0,Finance & Investments
Ye Qiongjiu,$1.3 B,China,software,2263,66.0,Technology
Yeh Kuo-I,$1.3 B,Taiwan,manufacturing,2263,79.0,Manufacturing
Yu Bangping & family,$1.3 B,China,coal mining,2263,53.0,Metals & Mining
Yu Jinkun & family,$1.3 B,China,transportation equipment,2263,78.0,Manufacturing
Patrick Zalupski,$1.3 B,United States,homebuilding,2263,40.0,Real Estate
Zhang Gongyun,$1.3 B,China,tyre manufacturing machinery,2263,58.0,Manufacturing
Zhou Chengjian,$1.3 B,China,fashion retail,2263,55.0,Fashion & Retail
Zhou Xiayun & family,$1.3 B,China,Education,2263,66.0,Service
Zhu Tao,$1.3 B,China,pharmaceutical,2263,48.0,Healthcare
Aras Agalarov,$1.2 B,Russia,real estate,2378,65.0,Fashion & Retail
Syed Mokhtar AlBukhary,$1.2 B,Malaysia,"engineering, energy, construction",2378,69.0,Construction & Engineering
Anant Asavabhokin,$1.2 B,Thailand,real estate,2378,70.0,Real Estate
Thomas Bailey,$1.2 B,United States,money management,2378,84.0,Finance & Investments
Shay Banon,$1.2 B,Israel,search engine,2378,43.0,Technology
Sachin Bansal,$1.2 B,India,flipkart,2378,39.0,Fashion & Retail
Christian Bertermann,$1.2 B,Germany,used car sales,2378,37.0,Automotive
Cao Kejian,$1.2 B,China,air compressors,2378,58.0,Manufacturing
Edouard Carmignac,$1.2 B,France,asset management,2378,73.0,Finance & Investments
Chen Gang,$1.2 B,China,solar energy,2378,53.0,Energy
Chen Tianqiao,$1.2 B,China,online games,2378,47.0,Technology
Henry Cheng,$1.2 B,Hong Kong,diversified,2378,74.0,Diversified
Cheng Wei,$1.2 B,China,ride-hailing service,2378,38.0,Service
Chey Ki-won,$1.2 B,South Korea,"computer services, telecom",2378,56.0,Technology
Chua Thian Poh,$1.2 B,Singapore,real estate,2378,72.0,Real Estate
Ronald Clarke,$1.2 B,United States,payments technology,2378,65.0,Technology
Sandor Csanyi,$1.2 B,Hungary,"finance, real estate",2378,68.0,Diversified
Diego Della Valle,$1.2 B,Italy,shoes,2378,67.0,Fashion & Retail
Deng Hui & family,$1.2 B,United States,software,2378,58.0,Technology
Carl DeSantis,$1.2 B,United States,energy drink,2378,81.0,Food & Beverage
Mathias Doepfner,$1.2 B,Germany,Media,2378,58.0,Media & Entertainment
Aydin Dogan,$1.2 B,Turkey,media,2378,84.0,Media & Entertainment
Marek Dospiva,$1.2 B,Czechia,investments,2378,51.0,Finance & Investments
Wesley Edens,$1.2 B,United States,investments,2378,59.0,Finance & Investments
Wolfgang Egger,$1.2 B,Germany,real estate,2378,55.0,Real Estate
Gabriel Escarrer,$1.2 B,Spain,hotels,2378,86.0,Service
Fan Zhaoxia & family,$1.2 B,China,photovoltaic equipment,2378,53.0,Energy
Clement Fayat & family,$1.2 B,France,construction,2378,89.0,Construction & Engineering
Gleb Fetisov,$1.2 B,Russia,investments,2378,54.0,Telecom
Benedicte Find,$1.2 B,Denmark,medical devices,2378,,Healthcare
J. Christopher Flowers,$1.2 B,United States,investments,2378,63.0,Finance & Investments
Dan Gertler,$1.2 B,Israel,mining,2378,47.0,Metals & Mining
Premchand Godha,$1.2 B,India,pharmaceuticals,2378,74.0,Healthcare
Lance Gokongwei,$1.2 B,Philippines,diversified,2378,53.0,Diversified
Lawrence Golub,$1.2 B,United States,private equity,2378,61.0,Finance & Investments
Ryan Graves,$1.2 B,United States,uber,2378,37.0,Technology
Mehmet Nazif Gunal,$1.2 B,Turkey,"tourism, construction",2378,73.0,Diversified
Stelios Haji-Ioannou,$1.2 B,Cyprus,EasyJet,2378,54.0,Service
Alfredo Harp Helu & family,$1.2 B,Mexico,banking,2378,77.0,Finance & Investments
Jaroslav Hascak,$1.2 B,Slovakia,investments,2378,51.0,Finance & Investments
Hong Seok-joh,$1.2 B,South Korea,convenience stores,2378,68.0,Fashion & Retail
Hu Xiaojun & family,$1.2 B,China,Airline,2378,59.0,Service
Huang Shanbing & family,$1.2 B,China,semiconductors,2378,64.0,Technology
Huang Yimeng,$1.2 B,China,mobile games,2378,39.0,Media & Entertainment
Jonas Kamprad,$1.2 B,Sweden,IKEA,2378,55.0,Finance & Investments
Mathias Kamprad,$1.2 B,Sweden,IKEA,2378,51.0,Finance & Investments
Peter Kamprad,$1.2 B,Sweden,IKEA,2378,57.0,Finance & Investments
Eugene Kaspersky,$1.2 B,Russia,software,2378,55.0,Technology
Kim Dae-il,$1.2 B,South Korea,mobile gaming,2378,41.0,Technology
Kim Jung-woong,$1.2 B,South Korea,cosmetics,2378,46.0,Fashion & Retail
Kazutoshi Kobayashi,$1.2 B,Japan,cosmetics,2378,58.0,Fashion & Retail
Masanori Kobayashi,$1.2 B,Japan,cosmetics,2378,47.0,Fashion & Retail
Takao Kobayashi,$1.2 B,Japan,cosmetics,2378,56.0,Fashion & Retail
Hakan Koc,$1.2 B,Germany,online car sales,2378,36.0,Automotive
Andrei Komarov,$1.2 B,Russia,manufacturing,2378,54.0,Manufacturing
Koo Bon-joon,$1.2 B,South Korea,"electronics, household products",2378,69.0,Technology
Koo Bon-neung,$1.2 B,South Korea,electronics,2378,72.0,Manufacturing
Koo Bon-sik,$1.2 B,South Korea,LG,2378,62.0,Technology
Kwek Leng Peck,$1.2 B,Singapore,diversified,2378,65.0,Diversified
Joe Lacob,$1.2 B,United States,Golden State Warriors,2378,65.0,Sports
Guy Laliberté,$1.2 B,Canada,Cirque du Soleil,2378,61.0,Media & Entertainment
Lee Jay-hyun,$1.2 B,South Korea,"food products, entertainment",2378,61.0,Diversified
Li Fengluan,$1.2 B,China,"steel, diversified",2378,59.0,Diversified
Lin Jie & family,$1.2 B,China,pharmaceuticals,2378,52.0,Healthcare
Liu Baolin,$1.2 B,China,pharmacies,2378,67.0,Fashion & Retail
Liu Gexin & family,$1.2 B,China,pharmaceuticals,2378,69.0,Healthcare
Lou Guoqiang,$1.2 B,China,copper,2378,64.0,Manufacturing
Lu Shenglin,$1.2 B,China,machinery,2378,40.0,Manufacturing
Lu Zhilin,$1.2 B,China,machinery,2378,38.0,Manufacturing
Frederic Luddy,$1.2 B,United States,software,2378,66.0,Technology
Lun Ruixiang & family,$1.2 B,China,real estate,2378,53.0,Real Estate
Alexander Lutsenko & family,$1.2 B,Russia,agribusiness,2378,59.0,Food & Beverage
Bill Malhotra,$1.2 B,Canada,real estate,2378,71.0,Real Estate
Jorge Mas,$1.2 B,United States,Construction,2378,58.0,Construction & Engineering
Muneaki Masuda,$1.2 B,Japan,retail,2378,70.0,Fashion & Retail
Andrei Molchanov,$1.2 B,Russia,construction materials,2378,49.0,Construction & Engineering
